LaptopId,Price
891,2180.4563506363866
1149,1355.3483264324584
962,1391.5877366592833
1204,1165.4793077222525
1139,1770.1534265307844
687,278.8902771481122
700,1199.781580324623
283,915.1888625731306
51,956.5161687827181
431,1354.706783858813
26,1067.0051998295212
15,1420.1765349033121
1301,740.3068417850092
1156,1909.1828574209383
699,637.0664464126075
1154,1594.3313271171914
593,1795.9635388825732
1074,1484.9775396450666
1227,410.17600034902995
403,1072.758880531031
1214,1864.0572641105325
1138,1889.729106220666
804,283.38708883768487
282,1297.547776540913
371,257.8391569473879
718,556.5075985554724
199,1194.4703721273288
746,1881.3118232163229
476,1481.111661523732
375,484.59725919700406
1070,488.08141122802346
967,628.7749942269797
969,1004.8797946521204
75,1204.386810122797
64,1178.8868260110064
361,1077.3222445412066
88,1794.4058090298615
870,642.3614985067193
952,1666.7896625201474
1172,349.3554846106228
1291,211.6626746011322
677,823.5829212766506
1158,1093.6521582862367
1239,1770.8113089842416
676,1417.6382693557355
821,1073.5778095754515
395,639.1483837710432
165,1916.496424227318
777,551.070582174491
396,905.7528694981743
1173,238.03815771996818
74,740.2241487693502
456,1230.7959596837666
1210,1312.08476202897
1220,1289.0955179341452
273,1783.59303595178
402,887.9571882308644
1083,2463.424824676743
474,1939.8878520636245
352,1493.0517420628307
921,1244.7857963102222
812,1364.1777427857521
181,1218.7720192790725
482,718.134643500953
1125,1130.001725939882
950,1531.7542930533043
313,823.7034906995369
40,301.3137086232977
414,1145.136509517451
741,929.109452157706
180,1242.6924618459361
598,1176.6562268332234
565,1723.1825904068705
1243,1660.278932033299
157,962.7391819086208
667,1045.8017314319836
95,903.3411721535401
206,807.1239071911465
1250,244.37935202555593
690,339.4762972410183
30,306.2270913541979
1108,377.8665719480385
663,549.700427291154
392,921.7696695825483
1300,289.89667455443487
1028,1832.4176597192263
603,1889.7556964533455
348,351.7161120524356
866,1388.185649136651
351,1279.86320085079
723,2593.040625982736
1081,2105.888222873992
616,401.33054102342743
3,2057.39356225822
200,2392.594215049685
835,1902.8905482326843
41,1910.204115039064
958,1879.8593985457064
763,1786.2708087906954
628,846.4036472109336
342,1064.836732818374
918,1902.917138465364
347,1632.1043631350713
308,1296.1659312526674
0,1420.2031251359917
629,1249.2849746626734
1242,253.19406349556425
479,1338.3641282205717
277,873.1757260779738
574,448.7946600355739
959,343.7380280205142
307,1289.983193774944
